"ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
924462399,"FriendChain iOS & Android mobile Application (Canceled)","Apps","Technology","GBP","2014-11-05",9500,"2014-10-22 15:09:38",4,"canceled",1,"GB",6.47,6.33,15028.55
269196451,"The truth about football - life outside the league","Webseries","Film & Video","GBP","2013-09-01",3865,"2013-08-09 10:07:36",25,"failed",1,"GB",38.63,38.95,6021
2124171667,"Republic - Experimental Short Film","Shorts","Film & Video","GBP","2015-03-31",43000,"2015-03-03 23:50:46",0,"failed",0,"GB",0,0,63653.72
1677301443,"Observethe93rd","Rock","Music","USD","2013-07-24",2000,"2013-05-25 16:56:52",2060,"successful",36,"US",2060,2060,2000
1464306252,"Web App for Fashion & Textile Designers","Software","Technology","USD","2012-07-03",20000,"2012-05-04 16:55:10",22,"failed",3,"US",22,22,20000
968276705,"Unlock the power with ""INFERNO""","Science Fiction","Film & Video","USD","2015-11-21",5000,"2015-10-26 18:39:20",0,"failed",0,"US",0,0,5000
369630475,"Beer Party Podcast (Canceled)","Audio","Journalism","USD","2015-03-20",7000,"2015-02-18 03:15:52",0,"canceled",0,"US",0,0,7000
479329192,"Kickstarter Gold: Passport cover_Spectacle case_Wallet mini","Product Design","Design","USD","2017-08-25",300,"2017-07-26 16:05:37",414,"successful",7,"US",0,414,300
1214221047,"The Deep Sea, Blood & Ice Dragons by Kerem Beyit","Tabletop Games","Games","USD","2015-03-26",2000,"2015-03-09 17:06:18",6397,"successful",559,"US",6397,6397,2000
1963378398,"'You Learn, They Grow'- Reinventing IT and Global EdTech","Technology","Technology","USD","2015-07-22",15000,"2015-06-18 20:56:49",264,"failed",6,"US",264,264,15000
1327826925,"Coyote Board - A GSM Shield for Arduino","Hardware","Technology","USD","2013-11-29",35000,"2013-10-31 00:50:48",6361,"failed",85,"US",6361,6361,35000
1823435366,"THE RIGHT ANGLE HELMET","Live Games","Games","USD","2016-05-11",285000,"2016-04-05 22:22:36",3,"failed",3,"US",3,3,285000
256904699,"EASY-CARE, CASHMERE-BLEND: Machine Washable, Dryer Safe","Fashion","Fashion","USD","2016-10-03",10000,"2016-09-13 02:55:55",19040,"successful",156,"US",13210,19040,10000
1312980022,"thegrindguru.com mentorship website","Web","Technology","USD","2015-05-11",25000,"2015-04-11 04:21:52",35,"failed",1,"US",35,35,25000
1938052405,"Some Things Better Said [It's Music and Stuff!]","Indie Rock","Music","USD","2010-05-02",500,"2010-03-04 05:04:13",150,"failed",5,"US",150,150,500
331463331,"Kai-Chi The Supreme Power","Comic Books","Comics","USD","2014-08-19",3000,"2014-08-04 20:17:30",21,"failed",3,"US",21,21,3000
1685465334,"Full-On Paintball","Video Games","Games","USD","2012-11-27",30000,"2012-10-23 00:16:27",430,"failed",7,"US",430,430,30000
1137481920,"The Melancholics 1st EP Kickstarter","Indie Rock","Music","USD","2011-05-22",2000,"2011-04-07 21:16:42",2013,"successful",23,"US",2013,2013,2000
1586609173,"UmpCard Baseball Game","Tabletop Games","Games","USD","2016-05-25",15750,"2016-04-25 23:04:35",402,"failed",12,"US",402,402,15750
1337833339,"One-Drop Rule Clothing","Apparel","Fashion","USD","2015-07-18",600,"2015-06-18 23:19:09",600,"successful",7,"US",600,600,600
518019023,"C18, The Airstrip Fast Converter.","Flight","Technology","USD","2016-03-07",199000,"2016-01-07 00:27:31",29,"failed",3,"US",29,29,199000
693307879,"The Championship Rounds Final Online Campaign: $25Kin45Days","Film & Video","Film & Video","USD","2012-08-30",25000,"2012-07-16 20:23:38",25101.38,"successful",66,"US",25101.38,25101.38,25000
267692720,"Black Snow: The Graphic Novel","Comics","Comics","USD","2013-08-14",2000,"2013-07-05 20:00:59",2175,"successful",38,"US",2175,2175,2000
1353506574,"Just Stand Up","Comedy","Film & Video","USD","2015-05-30",5000,"2015-05-01 18:01:01",220,"failed",8,"US",220,220,5000
549371160,"Biblical Wood Pens by One Good Turn","Woodworking","Crafts","USD","2015-09-01",750,"2015-07-31 18:58:35",1065,"successful",16,"US",1065,1065,750
1122526260,"Promise of Peace Community Garden","Food","Food","USD","2013-08-17",10000,"2013-07-21 18:19:52",10671,"successful",105,"US",10671,10671,10000
1387002717,"Tears for Hallelujah - Recording and Release","Music","Music","USD","2013-12-10",15000,"2013-11-09 00:03:04",15101,"successful",52,"US",15101,15101,15000
2055605158,"Fablist Audio Series Pilot - Pear Blossom","Radio & Podcasts","Publishing","USD","2017-09-08",12500,"2017-08-11 18:58:27",2756,"failed",38,"US",1325,2756,12500
897352169,"""Friday Night Monkey Fights"" the Mobile App!","Video Games","Games","USD","2012-02-11",30000,"2012-01-12 22:34:07",30,"failed",2,"US",30,30,30000
33196284,"Carbon Fiber PLA and More! Performance 3D Printer Filament.","3D Printing","Technology","USD","2013-11-25",25000,"2013-10-26 00:37:29",36435,"successful",500,"US",36435,36435,25000
825803077,"Zen DuHickey:  An Eco-Green Response to Stress","Product Design","Design","USD","2015-11-11",3400,"2015-10-21 16:29:17",34,"failed",2,"US",34,34,3400
2110288168,"Loot Pirates: Deluxe - Tabletop Party Game","Tabletop Games","Games","USD","2016-09-20",85000,"2016-08-20 01:08:15",3273.52,"failed",17,"US",1719.52,3273.52,85000
667743620,"Ukulele original love song sung by a Bird, Whale Watching","World Music","Music","CAD","2016-09-27",1000,"2016-08-28 17:59:17",186,"failed",6,"CA",103.98,141.32,759.76
880424130,"VIC-20 IEEE interface","Technology","Technology","USD","2015-10-10",600,"2015-09-10 00:48:50",1464,"successful",31,"US",1464,1464,600
1801620540,"Neko Cleaning Service","Video Games","Games","USD","2013-05-19",250000,"2013-04-09 07:31:40",258,"failed",12,"US",258,258,250000
1421732374,"9HUB - London","Architecture","Design","GBP","2016-10-30",50000,"2016-08-31 15:36:06",1,"failed",1,"GB",0,1.25,62454.72
1163614545,"I Dream to Stream. (Suspended)","Video Games","Games","USD","2016-02-19",1800,"2016-01-20 02:28:02",25,"suspended",1,"US",25,25,1800
427959771,"BridgedApp is the future for NEW Musicians being discovered!","Music","Music","USD","2015-09-22",20000,"2015-07-29 01:48:42",50,"failed",1,"US",50,50,20000
1871252578,"The Double Rose Project","Fiction","Publishing","USD","2013-11-26",17500,"2013-10-25 22:39:17",0,"failed",0,"US",0,0,17500
914412791,"""TUNNEL VISION"" A feature length Suspense Thriller ","Narrative Film","Film & Video","USD","2010-11-07",15000,"2010-10-08 07:56:14",605,"failed",11,"US",605,605,15000
350162965,"Diamond Playing Cards (Canceled)","Playing Cards","Games","GBP","2015-08-04",4200,"2015-07-07 21:00:18",3557,"canceled",201,"GB",5534.76,5519.35,6517.08
1160984110,"Take Me Home","Narrative Film","Film & Video","USD","2016-12-02",8500,"2016-11-02 19:17:00",8670.33,"successful",71,"US",1248.59,8670.33,8500
893608379,"A.N. Ep for EDC (2.0)","Electronic Music","Music","USD","2014-06-20",500,"2014-06-05 21:43:42",235,"failed",4,"US",235,235,500
561156311,"TRU PIZZA TRUCK","Food Trucks","Food","USD","2014-06-01",10000,"2014-05-09 03:25:27",10195,"successful",114,"US",10195,10195,10000
983557018,"The Wishing Star Collective","Crafts","Crafts","USD","2010-11-05",700,"2010-09-06 02:55:20",891,"successful",21,"US",891,891,700
916554046,"Print Isn't Dead Quarterly Publication | Element #002","Periodicals","Publishing","GBP","2014-11-22",4500,"2014-10-23 15:37:10",7358,"successful",311,"GB",11861.93,11549.03,7063.14
2051023021,"Help South Street put out their first LP!","Rock","Music","USD","2012-08-08",3000,"2012-07-09 18:31:37",3038.5,"successful",22,"US",3038.5,3038.5,3000
504729362,"Emoji stickers & maps for planning your next trip","Graphic Design","Design","HKD","2017-10-27",6000,"2017-09-29 03:44:52",326,"failed",7,"HK",26.52,41.78,768.88
1266913513,"Petrified Wood Accents","Product Design","Design","USD","2015-05-03",8000,"2015-04-03 17:11:03",252,"failed",9,"US",252,252,8000
798426428,"Fabulous, sustainable, leather bags","Accessories","Fashion","AUD","2016-11-12",15000,"2016-10-13 14:22:06",15461,"successful",37,"AU",0,11431.42,11090.57
730745862,"sauseze","Product Design","Design","AUD","2017-05-14",10000,"2017-04-04 16:05:47",160,"canceled",8,"AU",0,118.99,7437.16
1256814501,"The Blessing Movie (www.theblessingmovie.com)","Documentary","Film & Video","USD","2011-02-03",2000,"2010-12-14 23:46:32",80,"failed",4,"US",80,80,2000
1716716636,"Stuck On The Bridge First Album (Canceled)","Punk","Music","EUR","2016-03-01",1000,"2016-01-01 13:35:55",66,"canceled",5,"IT",72.14,72.4,1097
1624564145,"Versafit Wireless On-Ear Headphones that Fit Under Helmets","Wearables","Technology","USD","2017-01-13",35000,"2016-12-06 18:00:37",40078,"successful",459,"US",5085,40078,35000
1305498426,"Equilibrium P2","Installations","Art","USD","2016-05-16",12470,"2016-05-01 19:40:32",875,"failed",9,"US",875,875,12470
408738121,"Dexter's Darkroom and Film Processing Facility","Fine Art","Photography","USD","2014-11-16",8000,"2014-10-17 21:19:03",3157,"failed",43,"US",3157,3157,8000
1943639275,"Modern Snack Bar - New CD from Who Are Those Guys","Rock","Music","USD","2012-05-04",3000,"2012-04-04 15:13:34",110,"failed",5,"US",110,110,3000
1634542229,"People Of Maine (Canceled)","People","Photography","USD","2014-12-31",3000,"2014-11-24 19:23:56",25,"canceled",1,"US",25,25,3000
452616816,"Keep It Real 3, Advanced Tattoo Techniques, Pet Portraits.","Crafts","Crafts","USD","2013-09-01",3500,"2013-08-02 21:38:49",922,"canceled",17,"US",922,922,3500
1690984227,"New Urban Frontier - Album Launch","Music","Music","GBP","2015-09-10",600,"2015-08-11 17:14:47",664,"successful",31,"GB",1028.3,1024.09,925.38
855998640,"Adrianne Discovers the Wild West","Photography","Photography","USD","2011-08-12",500,"2011-07-13 07:05:15",271,"failed",12,"US",271,271,500
682133609,"1440 and Counting, an original short film. (Canceled)","Drama","Film & Video","USD","2014-07-03",40000,"2014-06-02 09:29:16",175,"canceled",3,"US",175,175,40000
1463946292,"Useless Machine in a Can - Fun Kit for Everyone","Technology","Technology","CAD","2015-02-21",9000,"2015-01-22 20:34:47",27011,"successful",427,"CA",22377.51,21693.84,7228.34
569312390,"A BOOK ABOUT HANDS","Art Books","Publishing","EUR","2017-04-24",11605,"2017-04-01 08:38:27",3402,"failed",79,"IT",619.19,3718.4,12684.31
1971977145,"Chivalry's Dead Album (duplication & packaging)","Rock","Music","USD","2014-04-22",500,"2014-04-02 20:43:14",700,"successful",15,"US",700,700,500
1339100903,"""Music is Legal"": the BuskNY t-shirt","Crafts","Crafts","USD","2013-07-22",450,"2013-07-13 15:28:01",611,"successful",20,"US",611,611,450
1396165081,"Tom Derringer and the Aluminum Airship!","Fiction","Publishing","USD","2014-09-27",7500,"2014-08-28 22:04:05",4534,"failed",156,"US",4534,4534,7500
245910995,"think and live rich (Canceled)","Hip-Hop","Music","USD","2012-05-25",1500,"2012-05-11 22:53:26",0,"canceled",0,"US",0,0,1500
939744656,"Swap Anything (Canceled)","Web","Technology","GBP","2015-11-29",780,"2015-10-30 01:49:04",5,"canceled",1,"GB",7.65,7.57,1180.89
1630957428,"Engineering Curriculum for Kids (K-4)","Publishing","Publishing","CAD","2017-05-03",50000,"2017-04-03 00:50:53",2850,"failed",18,"CA",0,2069.57,36308.18
81392405,"FACE OFF: CHICAGO 2 ATLANTA","Comedy","Film & Video","USD","2016-09-27",18000,"2016-09-07 03:20:25",1,"failed",1,"US",0,1,18000
260511128,"Everything a Spaniard should know before moving to England","Nonfiction","Publishing","GBP","2014-04-08",3000,"2014-02-07 02:23:11",0,"failed",0,"GB",0,0,5019.41
819412674,"Quito Grown","Journalism","Journalism","USD","2012-05-09",1000,"2012-04-09 04:28:26",1226,"successful",27,"US",1226,1226,1000
840256459,"#Dumplings mobile food van/truck","Food Trucks","Food","AUD","2015-01-17",40000,"2014-11-18 13:48:23",0,"failed",0,"AU",0,0,31613.06
237476671,"Fortunato's Smile","Illustration","Art","USD","2010-09-13",5000,"2010-06-16 00:26:13",5356,"successful",83,"US",5356,5356,5000
967323301,"Old Well Apparel","Fashion","Fashion","USD","2012-02-29",5000,"2012-02-04 23:58:16",70,"failed",4,"US",70,70,5000
502459674,"Amargi","Textiles","Art","EUR","2017-04-09",5000,"2017-03-10 16:09:16",0,"failed",0,"NL",0,0,5315.02
1852067525,"NPT Lucid Dreamer","Technology","Technology","CAD","2015-06-22",50000,"2015-05-21 02:27:29",7001,"failed",121,"CA",5768.29,5661.95,40436.72
172126044,"E-CASE | The World's Smartest Luggage","Technology","Technology","USD","2016-10-19",50000,"2016-09-19 18:00:26",11376,"canceled",30,"US",6585,11376,50000
888639265,"Doodles","Mixed Media","Art","USD","2014-12-14",800,"2014-11-14 21:37:35",0,"failed",0,"US",0,0,800
148784698,"No Act Of Ours","Documentary","Film & Video","USD","2012-06-15",28000,"2012-05-01 23:39:40",15090,"failed",174,"US",15090,15090,28000
2107777891,"a Story of depression","Video Games","Games","EUR","2015-07-11",5000,"2015-05-12 21:43:03",185,"failed",11,"DE",206.44,201.45,5444.49
1934342216,"Black Halo: the Witch & the Guardian","Young Adult","Publishing","USD","2014-10-09",750,"2014-09-30 06:13:16",790,"successful",10,"US",790,790,750
1804360752,"HUNGER: a zombie cookbook","Art Books","Publishing","USD","2014-10-30",33333,"2014-10-07 04:28:03",224,"failed",6,"US",224,224,33333
589551785,"Race Smart Challenge","Live Games","Games","USD","2014-12-04",12000,"2014-10-05 16:20:50",0,"failed",0,"US",0,0,12000
380619628,"- sylvano - ""This World"" EP","Electronic Music","Music","CHF","2017-04-27",2000,"2017-03-28 00:49:58",7149,"successful",133,"CH",4840.3,7214.36,2018.29
164450288,"The Efeet Collection! Standing Against Boring Dish Ware!","Product Design","Design","USD","2012-05-25",8500,"2012-04-30 22:55:14",9335.33,"successful",169,"US",9335.33,9335.33,8500
273268788,"Flourish! 2013 Conference","Software","Technology","USD","2013-02-20",7500,"2013-01-11 23:00:03",600,"failed",15,"US",600,600,7500
1118800427,"An Incorrect Man - A Feature Film Comedy","Film & Video","Film & Video","USD","2011-04-18",18000,"2011-03-03 02:10:06",2087,"failed",34,"US",2087,2087,18000
203116952,"Jill Stein vs. Barack Obama On The Issues","Publishing","Publishing","USD","2012-04-01",1000,"2012-02-01 02:56:09",182,"failed",5,"US",182,182,1000
1139264416,"A free opportunity to find a job or employee","Web","Technology","NOK","2016-03-04",3e+05,"2016-02-08 16:47:25",5,"failed",1,"NO",0.58,0.58,35074.18
1997907053,"Zenter Music     ""Bass Music for a cause.""","Electronic Music","Music","USD","2014-11-01",2250,"2014-09-29 23:33:10",548,"failed",7,"US",548,548,2250
511761027,"Sakura Blooming","Webseries","Film & Video","AUD","2014-10-02",20000,"2014-09-02 00:19:59",83,"failed",3,"AU",77.51,72.64,17503.94
1740496253,"Hidden histories of a million wartime women","Publishing","Publishing","GBP","2016-06-07",25000,"2016-05-07 20:47:41",27724,"successful",705,"GB",40161.9,39932.59,36009.05
1520671396,"David Neumen","Footwear","Fashion","USD","2016-07-14",20000,"2016-06-07 05:42:44",2190,"failed",9,"US",2652,2190,20000
1804411396,"The Paint Cellar Has Their Eyes Set On Its First Studio!","Painting","Art","USD","2012-01-31",5000,"2011-12-08 14:25:18",85,"failed",3,"US",85,85,5000
156901925,"ATLANTIS: The Second Age Free RPG Day 2016","Tabletop Games","Games","USD","2016-04-19",2500,"2016-03-31 16:02:03",2894,"successful",86,"US",2894,2894,2500
1141694654,"Cheer You App for another year","Apps","Technology","SEK","2017-11-23",1000,"2017-09-24 19:58:45",0,"failed",0,"SE",0,0,120.41
2055420243,"Blind Date (LGBTQ Comedy Film)","Comedy","Film & Video","USD","2017-12-15",750,"2017-11-15 21:31:32",770,"successful",13,"US",30,770,750
1565442620,"The Dead Of Night","Horror","Film & Video","USD","2017-04-01",10000,"2017-03-18 20:50:51",50,"canceled",2,"US",25,50,10000
133393557,"Gym en cualquier lugar que viajes, con GymGo","Apps","Technology","MXN","2017-09-21",3e+05,"2017-08-22 18:18:10",0,"canceled",0,"MX",0,0,16853.93
1790782643,"Arthur","Shorts","Film & Video","CAD","2016-01-03",1000,"2015-11-05 01:00:19",1000,"successful",16,"CA",764.28,708.92,708.92
1484349783,"Webcastor, Producer, Artist, Audio Vendors Convention & Expo","Sound","Technology","USD","2015-05-21",32000,"2015-03-22 05:13:35",0,"failed",0,"US",0,0,32000
1387428027,"All About Us Youth Magazine","Journalism","Journalism","USD","2014-10-05",2e+05,"2014-09-03 21:21:15",8,"failed",2,"US",8,8,2e+05
272032771,"My Years with George Jones - Setting the Record Straight","Nonfiction","Publishing","USD","2012-12-02",10000,"2012-10-03 05:21:47",1175,"failed",11,"US",1175,1175,10000
794368436,"RoomActually - Revolutionizing Student Housing","Software","Technology","USD","2014-12-13",50000,"2014-10-29 21:00:42",1997,"failed",37,"US",1997,1997,50000
2140259663,"Kooky Creeps","Graphic Design","Design","USD","2014-01-10",6000,"2013-12-10 23:05:46",5097,"failed",139,"US",5097,5097,6000
506049924,"DKM Kustom kicks (Canceled)","Footwear","Fashion","USD","2016-07-16",1000,"2016-06-16 21:24:08",0,"canceled",0,"US",0,0,1000
1655535888,"Stacky Steps: Device cooling, ergonomics, and smart NFC","Gadgets","Technology","USD","2017-10-04",2500,"2017-08-31 16:38:08",2572,"successful",40,"US",0,2572,2500
1620194264,"The Hall of Heroes Comic Art Gallery (Canceled)","Comic Books","Comics","USD","2016-05-09",20000,"2016-04-09 00:57:37",0,"canceled",0,"US",0,0,20000
1883598827,"Piece!","Shorts","Film & Video","USD","2012-12-18",20000,"2012-10-19 17:09:59",7346,"failed",86,"US",7346,7346,20000
1097270106,"Night Out: A unique drinking board game","Tabletop Games","Games","USD","2014-01-08",15000,"2013-12-09 21:42:58",6,"failed",2,"US",6,6,15000
474953970,"The Discarded","Shorts","Film & Video","USD","2017-04-26",15000,"2017-03-27 19:12:31",3374,"failed",39,"US",1570,3374,15000
1784853074,"A pack of cigarettes","Shorts","Film & Video","USD","2014-06-26",700,"2014-05-27 23:30:33",763,"successful",15,"US",763,763,700
1385482396,"First Apparel Brand Inspired by Beach Volleyball Culture","Apparel","Fashion","EUR","2016-07-08",2000,"2016-06-07 19:31:07",724,"failed",16,"NL",821.22,801.47,2214.01
53428792,"Thai Direct","Food","Food","USD","2016-08-23",25000,"2016-06-24 19:27:12",557,"canceled",7,"US",350,557,25000
1146456296,"Saucha Scrub; All Natural Body Care","Crafts","Crafts","USD","2017-06-01",600,"2017-04-25 18:56:20",245,"failed",6,"US",160,245,600
1252285476,"Rabble Dance Collective presents: ""UP|rise""","Dance","Dance","USD","2013-06-06",2200,"2013-05-23 16:56:37",2819,"successful",81,"US",2819,2819,2200
1687178375,"To Turn the Hearts of Fathers Toward their Children","Painting","Art","USD","2017-03-11",2000,"2017-02-09 23:11:16",161,"failed",3,"US",10,161,2000
1545653250,"Pixel Havoc","Video Games","Games","USD","2011-07-02",10000,"2011-06-02 04:56:48",113,"failed",7,"US",113,113,10000
1390798009,"Undead Escape - The Board Game","Tabletop Games","Games","USD","2012-05-04",40000,"2012-04-04 20:11:50",536.5,"failed",13,"US",536.5,536.5,40000
273449740,"Dungeons the Eye of Draconus completion fund +OUYA/Linux/Mac","Video Games","Games","USD","2013-09-19",10000,"2013-08-20 23:51:33",54067,"canceled",180,"US",54067,54067,10000
463155307,"Bark Bar","Drinks","Food","USD","2017-01-24",5500,"2016-11-25 03:47:00",13536,"successful",146,"US",100,13536,5500
1491461352,"Urban Farm Schoolhouse","Food","Food","USD","2014-01-03",12815,"2013-12-04 14:30:55",5705,"failed",106,"US",5705,5705,12815
763828031,"Speak with me - a guide to conversational English","Nonfiction","Publishing","CAD","2014-04-11",250000,"2014-03-11 23:21:29",0,"failed",0,"CA",0,0,227915.03
1293915336,"OPEN WATER & SEWER GAMING TILES","Tabletop Games","Games","CAD","2015-05-02",2500,"2015-04-02 22:31:39",230,"failed",6,"CA",181.57,190.04,2065.6
848601567,"Outbreak: A Post-Apocalyptic Tabletop RPG Source Book","Tabletop Games","Games","USD","2013-08-01",15000,"2013-07-01 18:17:59",2279,"failed",42,"US",2279,2279,15000
458608072,"Stinky Summer Fest! (Canceled)","Public Art","Art","USD","2014-07-06",15000,"2014-06-06 03:28:06",820.69,"canceled",18,"US",820.69,820.69,15000
1663939902,"finding yourself","Publishing","Publishing","USD","2016-03-24",5000,"2016-02-23 05:02:21",2,"undefined",0,"N,0""",NA,2,5000
1834920205,"Skater: Own The World (Canceled)","Apps","Technology","GBP","2015-12-10",1500,"2015-11-10 15:30:46",0,"canceled",0,"GB",0,0,2273.66
1446503114,"Grow In","Nonfiction","Publishing","USD","2016-07-01",500,"2016-06-01 12:15:47",40,"failed",2,"US",40,40,500
1290993454,"Invisible to Others","Fine Art","Photography","USD","2015-03-07",2000,"2015-02-05 18:29:19",2716,"successful",60,"US",2716,2716,2000
405975483,"Reserved For Rondee's Fearless First Album","Music","Music","USD","2012-05-25",12000,"2012-04-25 23:47:59",12845,"successful",141,"US",12845,12845,12000
203139177,"THE TINY PLUM  a graphic novel (Canceled)","Comics","Comics","USD","2011-05-29",6000,"2011-04-29 01:22:04",0,"canceled",0,"US",0,0,6000
725379444,"ARCO ACCOUNT","Apps","Technology","USD","2015-07-23",15000,"2015-06-23 00:33:34",1,"failed",1,"US",1,1,15000
1221348676,"Town of Salem","Video Games","Games","USD","2013-06-19",20000,"2013-05-15 02:03:10",1375,"failed",63,"US",1375,1375,20000
2076363388,"El Gigante","Shorts","Film & Video","CAD","2014-04-17",5000,"2014-03-18 16:15:38",8000,"successful",90,"CA",7209.35,7266.78,4541.74
42585195,"Honor Bright Reunion Release","Rock","Music","USD","2013-02-12",3000,"2013-01-13 23:01:20",2119,"failed",56,"US",2119,2119,3000
333170399,"Let's Make Logos 2.0","Graphic Design","Design","GBP","2017-10-11",100,"2017-09-11 07:30:31",225,"successful",4,"GB",32.99,298.63,132.73
1025270510,"Stand Up and Stand Out","Nonfiction","Publishing","USD","2012-08-06",10000,"2012-07-07 19:21:38",10016,"successful",99,"US",10016,10016,10000
1443080717,"Fish Wars - The Documentary","Documentary","Film & Video","USD","2011-05-01",30000,"2011-03-30 01:16:54",775,"failed",6,"US",775,775,30000
1094885453,"Fantasy Geopolitics","Games","Games","USD","2014-02-15",10000,"2014-01-16 10:46:14",12706,"successful",216,"US",12706,12706,10000
1352454608,"No Snake // The Debut Album by KINGS OF THE CITY","Rock","Music","GBP","2014-09-14",10000,"2014-08-05 17:25:03",14129.72,"successful",338,"GB",23773.52,23088.91,16340.67
476297661,"No Place For A Woman - A New Play with Music and Movement","Theater","Theater","GBP","2017-04-30",2000,"2017-04-03 09:49:48",2055,"successful",57,"GB",0,2659.06,2587.89
2024161611,"DCB Dance - New York WestFest 2011","Dance","Dance","USD","2011-12-05",2000,"2011-10-31 06:20:16",2625,"successful",36,"US",2625,2625,2000
680212809,"Penitent","Shorts","Film & Video","USD","2016-04-15",1200,"2016-04-05 08:59:06",1540,"successful",15,"US",1540,1540,1200
222036143,"Cattle Battle: A Card Game","Tabletop Games","Games","USD","2015-12-04",5000,"2015-11-04 04:49:45",3470,"failed",98,"US",3470,3470,5000
31711203,"Clacker Cosmos: a new cosmos theory","Nonfiction","Publishing","GBP","2017-02-20",3340,"2017-01-21 15:45:03",69,"failed",3,"GB",28.41,86.63,4193.24
1077937146,"Chillistop - The healthy, vegan way to enhance your food","Food","Food","GBP","2016-02-21",4000,"2016-01-07 15:22:23",300,"failed",7,"GB",439.82,419.3,5590.73
2108291761,"Foldable Photo Flyer","Product Design","Design","USD","2013-10-27",28000,"2013-09-28 00:04:33",350,"failed",7,"US",350,350,28000
984518951,"Best Of Both Worlds - Ein britisch-philippinisches Kochbuch","Food","Food","EUR","2016-11-09",6000,"2016-10-10 12:26:11",2422,"failed",81,"DE",146.75,2640.96,6542.43
1162127026,"The Meatty Okra Project","Music","Music","USD","2017-04-08",1111,"2017-03-09 20:54:57",0,"failed",0,"US",0,0,1111
1130732949,"theSummit: Nerdcore Concert and Mixer","Music","Music","USD","2012-07-09",5000,"2012-06-18 23:48:15",6225.64,"successful",43,"US",6225.64,6225.64,5000
823440703,"Awaken Visions: The Book of Daniel 2012","Art Books","Publishing","USD","2012-09-11",27000,"2012-08-09 18:54:25",2821,"failed",34,"US",2821,2821,27000
123115992,"Triumph Over Toothpicks (First of a new business book genre)","Nonfiction","Publishing","USD","2015-04-30",3500,"2015-03-11 20:58:47",4220,"successful",48,"US",4220,4220,3500
50815064,"Pintando un Sueño","Illustration","Art","MXN","2017-04-07",120000,"2017-02-13 14:59:09",138500,"successful",35,"MX",73.73,7380.76,6394.88
661321947,"FIXED ""Align Anything"" Car Alignment Tool A+++ 11/10 Perfect","Hardware","Technology","USD","2016-11-24",10000,"2016-10-25 03:25:28",170,"failed",3,"US",0,170,10000
811064508,"Artifice Machine 2017 Collaborations","Video Games","Games","USD","2017-03-01",5000,"2017-01-30 04:23:59",10,"canceled",1,"US",0,10,5000
1181201016,"One Lonely Visitor - ""Ascension:"" a jazz-metal epic","Metal","Music","USD","2015-12-07",50,"2015-11-17 17:52:02",20.01,"failed",3,"US",20.01,20.01,50
967838688,"The Reality vs The Dream","Young Adult","Publishing","EUR","2016-05-03",10000,"2016-03-05 15:34:03",0,"failed",0,"NL",0,0,11427
81253024,"The Long Road Home by Michael Combs (Editing Project)","Fiction","Publishing","USD","2017-06-13",1200,"2017-04-14 17:07:22",25,"failed",1,"US",25,25,1200
2142103036,"AIRPOCALYPSE: Face-Melting West Coast Tour","Rock","Music","USD","2012-08-15",1500,"2012-08-02 19:03:04",770,"failed",21,"US",770,770,1500
452544537,"Still Alive: A Post-Apocalyptic Short Film","Shorts","Film & Video","USD","2013-06-01",750,"2013-04-30 03:56:12",951,"successful",27,"US",951,951,750
1995177066,"DESIGNER BRAND","Ready-to-wear","Fashion","GBP","2017-05-21",3106,"2017-04-21 22:51:47",0,"failed",0,"GB",0,0,3988.39
1489036077,"Jack Rudy Cocktail Co. ","Food","Food","USD","2011-02-18",3500,"2011-01-19 19:33:10",3811,"successful",68,"US",3811,3811,3500
1428064676,"LARC - Living American & Russian Composers Exhibition","Classical Music","Music","USD","2013-05-27",12500,"2013-04-27 03:01:10",2090,"failed",34,"US",2090,2090,12500
536763013,"Pretinding: a study in Human Nature","Documentary","Film & Video","USD","2015-08-29",1e+05,"2015-07-15 04:01:19",1,"failed",1,"US",1,1,1e+05
1109906726,"Imposiball","Video Games","Games","EUR","2016-10-07",1200,"2016-09-07 09:09:31",1,"failed",1,"ES",0,1.11,1336.79
2103937614,"Suburban Turf - Let the ice cream cart war begin!","Comedy","Film & Video","USD","2015-03-23",3100,"2015-03-01 08:31:18",3115,"successful",18,"US",3115,3115,3100
1839873228,"The COVR Photo Camera-Lens Case 6 for iPhone 6 (Canceled)","Camera Equipment","Technology","USD","2015-06-19",25000,"2015-05-20 02:06:09",4616,"canceled",72,"US",4616,4616,25000
902491970,"King of the Skippers: A card game with character.","Tabletop Games","Games","USD","2016-09-26",10000,"2016-08-26 05:03:30",4497,"canceled",138,"US",2573,4497,10000
862495658,"Tacloban today: Life at ""The Sharp End of Survival""","Documentary","Film & Video","AUD","2014-09-25",1900,"2014-08-26 11:11:29",2063,"successful",24,"AU",1921.13,1813.63,1670.33
590082127,"Rakkasan Tea Company","Drinks","Food","USD","2017-09-06",30000,"2017-08-22 23:30:23",36275,"successful",613,"US",9895,36275,30000
226171626,"All the pretty cards","Crafts","Crafts","GBP","2016-08-20",550,"2016-07-11 17:23:39",0,"failed",0,"GB",0,0,726.69
380506613,"Let me make you shine","DIY","Crafts","USD","2014-09-13",250,"2014-09-03 00:12:50",0,"failed",0,"US",0,0,250
